,name,archetype,position,overall,outside_scoring,athleticism,inside_scoring,playmaking,defending,rebounding,intangibles,potential,total_attributes,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,speed,acceleration,strength,vertical,stamina,hustle,overall_durability,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,interior_defense,perimeter_defense,steal,block,lateral_quickness,help_defense_iq,pass_perception,defensive_consistency,offensive_rebound,defensive_rebound,weight,height
775,David Robinson,2-Way Mid-Range Finisher,C,97,89,77,88,49,81,87,96,96,"3,034",97,93,71,73,99,98,70,63,95,80,85,66,83,80,90,60,92,97,97,96,90,40,59,30,53,62,97,61,61,86,61,98,88,98,86,87,106,216
776,Clyde Drexler,2-Way Slashing Playmaker,SG,96,92,90,83,81,80,69,98,97,"3,227",99,94,79,84,99,98,90,85,75,97,98,90,98,95,76,98,45,84,70,95,98,79,88,80,88,72,65,88,79,52,88,85,89,95,67,70,95,201
777,Gary Payton,All-Around 2-Way,PG,95,84,84,70,90,85,46,80,96,"3,052",87,81,80,74,99,85,84,86,65,74,98,90,93,93,25,42,60,83,85,70,98,97,94,83,99,78,60,98,99,37,99,98,93,98,45,46,81,193
778,Penny Hardaway,All-Around 2-Way,PG,95,93,86,79,95,80,65,98,95,"3,226",99,93,84,82,99,98,89,88,68,83,98,95,82,95,70,86,55,65,74,95,95,95,99,91,99,89,65,85,89,40,87,88,88,95,62,68,88,201
779,Patrick Ewing,2-Way Mid-Range Finisher,C,95,90,81,91,55,75,94,68,95,"3,059",99,95,65,82,99,98,69,56,97,70,98,90,88,74,96,75,95,98,96,95,98,64,45,25,83,57,94,35,64,89,35,95,91,98,93,95,108,213
780,Alonzo Mourning,2-Way Mid-Range Finisher,C,94,86,82,91,43,85,94,60,94,"3,054",97,82,62,78,99,97,65,60,96,82,98,95,80,80,98,70,98,94,96,99,92,33,55,30,69,29,97,62,74,97,62,98,90,98,92,96,110,208
781,Shaquille O’Neal,Paint Beast,C,93,71,83,83,56,79,83,95,93,"2,935",97,50,26,53,99,98,79,79,99,95,78,67,83,58,99,75,95,50,92,98,98,55,63,53,57,51,95,56,60,82,56,96,92,97,86,80,146,216
782,Grant Hill,2-Way Slashing Playmaker,SF,93,90,91,80,87,74,68,60,93,"3,126",98,94,67,82,99,98,94,94,70,94,97,95,91,97,70,97,40,78,72,93,94,82,86,91,92,84,40,87,80,39,87,88,82,85,62,74,101,203
783,Michael Jordan,Slashing Playmaker,SG,99,91,89,82,87,85,60,98,99,"3,255",97,95,73,84,99,98,88,90,57,98,99,94,99,96,75,98,40,85,75,88,98,88,85,88,94,79,76,76,90,51,98,98,94,95,52,68,88,198
784,Magic Johnson,All-Around Threat,PG,99,94,93,86,97,90,82,98,99,"3,463",98,93,87,91,99,98,94,94,80,88,98,95,99,97,60,75,98,84,90,84,98,99,92,94,99,99,86,91,85,80,90,99,98,90,80,84,99,206
785,Larry Bird,2-Way 3-Level Facilitator,SF,98,97,74,74,84,84,73,70,99,"3,105",99,99,99,89,99,98,55,54,65,50,97,98,99,72,40,45,70,97,96,76,98,94,79,64,99,85,86,86,75,47,85,99,98,99,61,84,99,206
786,Moses Malone,Paint Beast,C,98,84,88,95,51,84,99,40,97,"3,138",99,80,45,82,99,98,78,74,97,85,98,95,92,88,97,85,96,97,98,98,98,60,45,43,73,32,98,58,72,95,57,99,95,98,99,98,117,208
787,Kareem Abdul-Jabbar,2-Way Mid-Range Finisher,C,97,83,74,92,56,73,95,98,97,"2,994",99,85,34,80,99,98,56,44,84,60,95,95,82,88,95,85,99,94,96,84,98,62,58,28,84,46,91,38,56,88,37,96,85,90,95,95,101,218
788,Hakeem Olajuwon,2-Way Mid-Range Finisher,C,97,88,77,92,61,82,94,88,97,"3,139",97,81,74,78,99,98,65,56,92,60,95,79,92,82,95,75,98,98,99,95,97,68,61,26,87,63,96,58,65,92,57,99,95,95,93,94,115,213
789,Isiah Thomas,2-Way Slashing Playmaker,PG,96,92,89,59,97,80,40,98,97,"3,040",98,95,79,82,99,98,94,94,65,84,97,96,90,97,25,65,25,29,44,89,99,97,97,94,99,97,41,88,88,55,92,95,88,90,35,45,81,185
790,James Worthy,2-Way 3-Level Scorer,SF,96,92,87,89,73,80,79,90,95,"3,216",99,93,85,81,99,95,83,75,80,90,98,95,85,94,90,95,91,92,90,65,92,72,76,70,80,67,88,86,63,42,88,94,85,95,78,80,101,206
791,Kevin McHale,2-Way 3-Level Scorer,PF,96,91,80,87,53,78,92,60,95,"3,026",98,87,80,89,99,95,68,63,88,60,98,95,85,80,80,65,95,92,98,88,95,60,55,28,79,42,99,54,55,80,53,99,90,95,92,92,95,208
792,Dominique Wilkins,2-Way Slasher,SF,96,93,91,87,77,77,73,80,94,"3,207",99,98,78,85,99,98,94,94,77,98,96,85,94,96,96,98,50,84,76,94,98,70,84,85,87,60,64,83,69,47,82,90,84,95,68,78,90,201
793,George Gervin,2-Way Scoring Machine,SF,95,93,90,85,77,80,82,80,96,"3,231",97,93,82,86,99,98,93,88,70,95,98,95,90,99,60,95,77,88,78,88,95,75,80,83,85,64,71,84,78,65,86,88,88,80,82,82,83,201
794,Julius Erving,2-Way Slasher,SF,94,89,91,83,79,84,59,90,94,"3,204",92,83,76,84,99,98,85,81,85,98,95,95,95,98,80,98,69,70,75,82,95,74,85,81,89,65,75,91,75,60,90,99,90,95,63,55,90,201
795,Adrian Dantley,2-Way Slashing Playmaker,SF,92,92,89,88,82,75,74,60,93,"3,181",99,98,71,89,99,98,88,84,82,90,98,97,82,97,65,85,86,87,85,98,98,82,82,83,87,74,70,81,70,39,80,88,84,85,72,75,94,196
796,Kareem Abdul-Jabbar,2-Way Mid-Range Finisher,C,99,82,90,94,57,83,99,90,99,"3,206",98,82,36,76,98,99,81,74,98,88,98,98,95,95,95,85,99,90,98,90,98,52,63,28,82,58,96,60,88,95,56,95,85,90,99,99,101,218
797,Julius Erving,2-Way Scoring Machine,SF,97,91,93,85,79,85,64,98,97,"3,269",93,93,82,80,98,98,91,90,85,98,98,95,95,98,80,98,69,70,75,93,95,74,88,84,84,65,75,94,76,60,90,97,90,95,68,60,90,201
798,Walt Frazier,2-Way Slashing Playmaker,PG,97,91,89,62,93,82,56,85,97,"3,077",97,94,78,86,98,95,96,95,72,84,96,85,92,98,25,61,25,55,48,89,95,96,98,95,94,80,58,99,96,31,97,96,84,95,46,66,90,193
799,John Havlicek,All-Around 2-Way,SF,97,94,85,78,83,91,80,70,96,"3,249",95,95,94,87,95,98,75,75,80,68,99,97,98,95,40,75,80,85,68,85,97,78,89,76,90,84,66,99,95,74,97,98,98,98,75,85,91,196
800,Bill Walton,2-Way Mid-Range Maestro,C,96,79,82,88,71,81,99,85,95,"3,124",95,83,30,72,98,95,63,53,93,75,95,98,95,78,95,70,96,93,93,78,98,79,72,28,92,84,96,58,70,94,54,96,82,95,99,99,95,211
801,Dave Cowens,2-Way Mid-Range Finisher,C,96,91,83,91,55,85,99,50,95,"3,149",97,91,78,85,97,98,66,50,95,82,98,98,91,84,95,70,95,94,96,95,98,62,47,28,82,55,98,67,60,95,63,99,98,99,99,99,104,206
802,Elvin Hayes,Paint Beast,PF,95,84,83,89,55,83,99,78,96,"3,107",96,72,70,69,98,98,75,63,90,80,97,95,84,72,90,85,93,96,95,85,95,58,54,50,60,52,96,63,80,94,60,97,78,95,99,99,106,206
803,Pete Maravich,Offensive Threat,SG,95,94,82,59,89,64,45,90,95,"2,840",91,95,95,87,98,98,88,88,41,80,95,84,96,96,25,48,--,74,51,90,85,78,96,89,92,90,39,77,63,28,75,83,65,85,40,50,89,196
804,Rick Barry,2-Way Slashing Playmaker,SF,95,92,85,83,87,81,89,79,95,"3,244",96,96,76,95,92,98,86,85,72,75,98,98,80,94,70,75,74,75,85,97,95,92,87,81,92,84,81,81,94,70,80,81,78,80,88,89,92,201
805,Bob McAdoo,2-Way Mid-Range Finisher,C,95,80,86,95,69,80,99,80,94,"3,196",97,89,30,81,90,95,78,75,85,85,95,98,84,94,98,95,95,92,96,90,97,78,77,31,85,74,89,68,65,94,65,89,85,85,99,99,95,206
806,Jo Jo White,2-Way Slashing Playmaker,PG,94,91,88,64,95,81,34,98,94,"3,053",95,88,78,87,98,98,96,96,60,84,95,90,96,90,25,60,40,66,58,80,90,93,96,96,95,95,95,93,70,40,92,93,80,85,34,34,86,191
807,Bob Lanier,2-Way Mid-Range Finisher,C,94,85,78,79,58,69,99,98,93,"2,915",97,94,42,82,97,98,76,68,94,65,90,70,82,83,85,55,40,86,96,89,95,64,52,34,72,66,87,59,50,78,56,89,55,80,99,99,113,211
808,Bill Russell,Paint Beast,C,99,72,93,90,64,88,98,70,98,"3,196",92,47,31,65,99,98,86,85,92,98,98,99,96,87,95,95,92,78,90,85,98,67,45,43,97,68,99,70,72,99,69,99,99,99,98,98,97,208
809,Wilt Chamberlain,Paint Beast,C,99,79,95,94,60,81,99,70,98,"3,206",99,72,45,62,99,98,88,88,95,97,99,98,99,86,95,85,96,97,98,99,98,75,44,25,81,74,96,60,64,96,59,99,85,90,98,99,124,216
810,Oscar Robertson,All-Around 2-Way,PG,98,95,89,72,95,82,85,85,99,"3,253",98,97,93,87,99,98,93,93,75,86,98,83,98,98,25,50,70,82,85,73,90,98,89,91,99,97,56,96,72,45,96,99,95,95,82,88,95,196
811,Jerry West,All-Around 2-Way,PG,98,96,86,64,94,83,35,98,98,"3,089",98,98,98,83,99,98,90,88,70,80,95,97,82,96,25,25,63,63,59,85,98,96,90,88,99,95,45,98,96,40,97,99,95,95,35,35,79,188
812,Bob Cousy,All-Around 2-Way,PG,97,94,85,61,96,77,74,80,96,"3,070",91,99,98,84,99,95,95,94,56,80,98,90,81,95,25,25,45,61,55,88,97,98,92,95,99,97,31,92,94,30,92,95,90,90,70,78,79,185
813,Elgin Baylor,2-Way Scoring Machine,SF,97,95,88,84,79,81,93,85,87,"3,260",99,98,92,84,99,95,95,94,80,81,98,85,84,95,50,85,84,85,80,98,98,70,84,85,83,75,90,85,65,60,84,94,84,85,90,95,101,196
814,Bob Pettit,2-Way 3-Level Scorer,PF,96,96,83,90,65,74,97,85,96,"3,171",99,98,99,82,99,98,66,60,88,82,98,98,92,77,90,75,94,96,95,97,95,62,62,59,74,70,83,50,76,88,49,88,78,80,95,98,92,206
815,Jerry Lucas,2-Way 3-Level Scorer,PF,96,94,81,88,65,70,97,75,95,"3,089",97,95,92,85,99,98,64,60,89,70,98,92,95,78,85,70,96,96,95,92,95,75,55,40,82,73,89,38,50,84,37,95,77,90,96,97,104,203
816,George Mikan,2-Way 3-Level Scorer,C,95,92,79,91,52,76,97,75,95,"3,063",99,93,81,80,99,98,70,35,94,80,98,95,81,84,95,75,95,95,97,89,98,57,40,38,65,58,96,36,65,94,35,99,90,95,97,97,110,208
817,Willis Reed,2-Way Mid-Range Finisher,C,94,87,84,89,53,82,96,94,95,"3,125",99,90,56,79,99,98,73,71,92,85,98,95,77,88,95,85,85,85,96,82,95,50,51,58,58,49,96,57,78,94,56,98,82,95,97,94,106,206
818,Sam Jones,2-Way 3-Level Facilitator,SG,93,95,85,63,79,72,48,98,93,"2,920",98,98,93,82,99,98,79,80,75,82,95,92,90,89,35,66,36,65,51,82,82,82,72,79,90,70,51,86,65,43,85,84,75,85,48,47,89,193
819,Richie Guerin,2-Way Scoring Machine,SG,93,89,90,75,79,79,68,90,83,"3,097",88,92,89,85,85,95,89,91,85,88,98,97,81,86,55,60,64,66,78,95,95,78,86,83,80,70,64,89,67,45,90,95,89,90,62,74,88,193
820,Lenny Wilkens,All-Around 2-Way,PG,91,89,79,56,91,74,53,75,91,"2,854",93,95,88,83,90,85,87,86,55,55,95,92,83,89,25,25,33,60,50,78,91,85,89,90,97,95,51,92,80,36,86,76,78,90,50,55,81,185
821,Kevin Durant,2-Way Scoring Machine,SF,96,96,80,80,79,74,51,98,97,"3,058",99,99,91,89,99,98,80,80,63,77,94,75,89,94,60,85,70,88,80,70,91,75,86,80,83,73,68,86,37,66,87,90,75,85,32,69,108,206
822,Klay Thompson,2-Way 3-Level Scorer,SG,93,93,76,67,69,80,42,85,93,"2,869",78,97,99,87,99,98,69,71,55,67,91,85,94,88,35,65,35,78,68,79,90,77,76,67,85,38,64,91,59,51,94,95,88,95,36,47,97,201
823,Paul George,2-Way Scoring Machine,SF,93,94,82,72,77,77,53,80,93,"2,997",95,97,89,90,99,95,73,75,60,88,97,90,93,86,55,85,40,74,78,60,95,78,86,80,80,62,63,87,69,47,87,91,84,90,37,69,99,206
824,Kyrie Irving,Offensive Threat,PG,92,93,80,57,87,63,42,98,93,"2,789",89,99,87,89,99,95,87,95,37,81,97,87,79,94,25,30,35,64,40,73,96,84,98,94,87,73,32,72,63,47,72,79,81,55,40,43,87,191
825,Jimmy Butler,2-Way Inside-Out Scorer,SG,91,90,82,74,78,81,54,84,92,"3,027",94,78,88,87,97,95,83,75,65,78,98,97,81,93,40,80,49,78,72,89,93,75,79,79,83,72,68,90,77,47,92,94,88,90,49,58,99,201
826,DeMarcus Cousins,2-Way 3-Level Scorer,C,91,86,79,93,69,67,81,90,90,"3,039",82,81,81,77,99,98,63,51,97,71,98,90,84,87,97,82,97,96,90,97,98,60,70,56,86,72,79,42,65,72,42,81,77,80,70,91,122,211
827,DeMar DeRozan,Mid-Range Slasher,SG,89,90,82,78,79,64,50,90,90,"2,929",99,95,67,84,99,98,81,84,48,88,98,85,91,96,55,90,40,78,74,97,94,78,81,83,83,70,40,78,61,35,83,78,73,65,40,60,99,201
828,Draymond Green,2-Way Stretch Playmaker,PF,89,84,85,76,80,87,68,98,88,"3,116",75,82,82,70,98,95,78,76,90,66,96,98,88,79,55,74,74,68,78,84,95,81,77,78,90,74,96,92,65,70,83,99,92,97,52,83,104,201
829,Carmelo Anthony,Scoring Machine,SF,87,89,81,75,76,67,61,75,88,"2,903",86,89,82,83,93,98,80,76,82,74,90,82,83,80,55,70,64,87,88,74,84,74,86,77,74,70,74,72,60,51,74,75,72,60,46,75,108,203
830,DeAndre Jordan,Paint Beast,C,87,53,80,71,35,74,96,95,87,"2,593",88,25,25,48,94,40,64,48,94,77,91,90,94,57,97,96,48,40,61,79,92,25,30,25,66,31,96,54,58,81,54,96,60,95,95,97,119,211
831,Kyle Lowry,2-Way Inside-Out Playmaker,PG,86,85,83,54,86,71,44,98,86,"2,786",70,79,81,86,99,95,84,84,67,72,96,97,79,91,25,25,38,44,40,74,95,89,86,84,92,79,58,86,46,51,84,89,70,80,34,53,92,183
832,Harrison Barnes,Sharpshooter,SF,81,79,80,64,60,62,51,80,80,"2,600",83,93,86,76,85,50,78,61,70,98,92,78,82,78,55,81,48,67,48,56,80,43,74,69,78,34,54,75,59,37,80,66,65,60,43,58,101,203
833,LeBron James,All-Around 2-Way,SF,99,91,91,86,87,85,66,70,99,"3,281",92,90,91,75,99,98,87,82,89,88,98,95,97,97,70,89,78,84,89,79,98,88,84,84,95,82,78,95,73,58,95,98,90,95,50,82,113,203
834,Kevin Durant,Scoring Machine,SF,97,96,83,82,80,72,67,65,98,"3,079",99,99,92,86,99,98,89,89,55,84,98,75,89,98,51,85,68,88,84,91,91,80,90,84,86,60,68,70,74,74,84,79,65,60,50,84,108,206
835,Kobe Bryant,Offensive Threat,SG,96,93,85,76,84,77,50,95,99,"3,085",95,97,82,85,99,98,85,85,70,88,98,85,83,98,35,85,57,74,68,92,97,85,89,83,90,75,62,78,67,51,78,95,92,90,46,54,92,198
836,Chris Paul,All-Around 2-Way,PG,94,91,79,57,93,80,50,94,94,"2,944",98,89,85,86,90,95,77,83,58,78,95,85,77,92,25,27,40,55,48,71,95,95,94,83,99,93,65,93,85,32,95,87,96,90,37,63,79,183
837,Carmelo Anthony,Offensive Threat,SF,91,82,85,86,82,73,58,70,91,"3,048",67,85,82,80,85,95,87,82,82,85,95,82,79,83,75,95,70,95,88,88,95,84,94,80,99,55,73,72,78,68,80,75,74,65,45,70,108,203
838,Russell Westbrook,Slashing Playmaker,PG,90,85,92,65,86,67,50,75,93,"2,904",78,90,74,82,87,98,99,99,74,90,98,98,88,90,25,85,33,64,57,84,81,80,86,96,91,75,30,77,71,28,92,77,84,75,48,52,90,191
839,James Harden,Scoring Machine,SG,87,85,87,73,81,55,43,94,92,"2,818",67,83,91,85,91,90,87,87,72,87,90,95,88,94,35,84,57,78,55,86,94,76,91,86,80,74,67,53,69,53,76,46,54,25,36,50,99,196
840,Andre Iguodala,2-Way Slasher,SF,87,80,85,71,79,80,49,50,87,"2,909",82,77,78,73,98,70,88,79,68,95,95,85,82,85,55,96,56,57,59,65,95,78,88,81,84,63,80,92,65,45,92,88,86,95,41,56,97,198
841,Kevin Love,3-Level Scorer,PF,86,85,75,79,51,56,90,75,87,"2,711",82,84,81,82,85,95,67,34,88,70,93,95,77,74,71,51,88,88,88,85,90,64,48,27,73,42,74,36,55,49,36,75,53,70,89,90,109,208
842,Anthony Davis,Paint Beast,C,83,80,86,84,67,70,83,60,92,"2,962",86,74,60,79,99,80,79,78,87,86,97,96,78,78,95,86,84,84,80,70,98,60,65,67,73,68,80,54,60,80,60,79,75,70,82,83,114,208
843,Miles Bridges,Slashing Four,PF,83,86,79,76,70,59,55,98,84,"2,794",90,78,78,77,97,98,75,72,73,82,88,75,85,92,60,91,59,60,80,88,79,69,76,71,74,62,60,59,41,62,76,62,68,45,41,69,101,201
