,name,archetype,position,overall,outside_scoring,athleticism,inside_scoring,playmaking,defending,rebounding,intangibles,potential,total_attributes,close_shot,mid_range_shot,three_point_shot,free_throw,shot_iq,offensive_consistency,speed,acceleration,strength,vertical,stamina,hustle,overall_durability,layup,standing_dunk,driving_dunk,post_hook,post_fade,post_control,draw_foul,hands,pass_accuracy,ball_handle,speed_with_ball,pass_iq,pass_vision,interior_defense,perimeter_defense,steal,block,lateral_quickness,help_defense_iq,pass_perception,defensive_consistency,offensive_rebound,defensive_rebound,anchor,backdown_punisher,boxout_beast,brick_wall,clutch_shooter,dream_shake,dropstepper,masher,post_move_lockdown,post_playmaker,post_spin_technician,rise_up,vice_grip,aerial_wizard,amped,break_starter,bully,fearless_finisher,middy_magician,pogo_stick,pro_touch,volume_shooter,agent_3,catch_and_shoot,claymore,green_machine,needle_threader,rebound_chaser,acrobat,ankle_breaker,bail_out,blinders,deadeye,dimer,floor_general,guard_up,handles_for_days,hyperdrive,killer_combos,slithery,space_creator,special_delivery,clamp_breaker,giant_slayer,limitless_range,unpluckable,fast_twitch,mismatch_expert,quick_first_step,slippery_off_ball,corner_specialist,glove,interceptor,ankle_braces,challenger,clamps,menace,off_ball_pest,pick_dodger,chase_down_artist,work_horse,comeback_kid,posterizer,limitless_takeoff,rhythm_shooter,weight,height
876,Lindy Waters III,Shooter,SF,71,74,65,48,53,59,47,95,73,"2,279",74,77,79,85,50,80,60,60,33,67,83,70,80,70,25,65,28,54,34,40,70,59,64,50,57,35,53,67,59,56,69,62,62,40,31,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,198
877,Jaylin Williams,Paint Protector,PF,70,68,66,66,56,56,66,60,79,"2,390",75,68,66,73,65,60,50,50,60,62,78,80,80,69,70,70,61,61,61,60,75,62,59,38,69,52,63,45,56,55,57,55,65,50,60,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,208
878,Eugene Omoruyi,Perimeter Defender,SF,68,60,70,58,62,60,58,30,70,"2,315",65,68,73,74,50,30,70,70,52,75,80,65,80,70,40,65,57,57,57,45,69,65,70,63,62,50,54,70,72,47,72,68,40,55,52,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,198
879,Kevin Durant,All-Around Threat,SF,97,95,81,82,81,75,60,98,97,"3,112",95,97,94,88,98,98,86,85,55,84,94,75,89,98,60,80,70,88,83,88,91,75,86,85,88,71,68,77,61,77,86,77,75,75,36,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,206
880,Russell Westbrook,2-Way Playshot,PG,95,87,93,76,95,74,76,98,95,"3,184",76,84,79,85,98,98,98,96,77,92,98,98,91,98,30,90,45,76,73,97,98,85,95,98,98,98,42,83,71,47,89,86,85,85,62,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,191
881,Gary Payton,2-Way Playshot,PG,95,84,87,69,91,85,46,60,95,"3,044",84,81,80,74,98,85,93,93,65,74,98,90,93,93,25,42,60,83,85,67,98,97,89,93,98,78,60,98,99,37,99,98,93,98,45,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,193
882,Ray Allen,All-Around Threat,SG,94,95,87,73,82,72,57,98,96,"3,057",90,95,98,90,98,98,90,88,62,92,98,98,82,94,45,85,44,60,65,93,98,84,83,81,84,77,45,87,80,37,84,80,84,80,55,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,196
883,Paul George,2-Way 3-Level Point Forward,SF,91,93,83,72,77,77,53,98,91,"3,008",92,94,86,90,98,95,79,75,60,88,97,90,93,86,55,85,40,74,78,60,95,78,86,80,78,62,63,87,69,47,87,89,87,90,37,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,206
884,Dennis Johnson,2-Way Slashing Playmaker,PG,91,79,83,60,85,83,49,60,91,"2,872",84,82,68,78,86,75,88,88,67,75,91,87,85,87,31,31,46,66,60,75,87,84,89,88,85,78,73,97,71,49,97,97,81,98,47,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,193
885,Shawn Kemp,2-Way Inside-the-Arc Scorer,PF,90,79,89,89,50,75,87,80,90,"3,005",85,79,53,74,98,85,80,79,85,95,98,98,85,77,97,96,77,85,90,95,98,38,62,72,37,43,82,53,63,77,73,85,83,85,85,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,208
886,Rashard Lewis,2-Way 3-Level Scorer,PF,89,92,81,73,74,66,52,98,89,"2,885",90,92,93,84,97,95,81,80,70,80,90,85,80,88,50,80,74,79,69,60,80,75,78,74,82,60,69,57,74,53,57,74,75,70,40,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,208
887,Gus Williams,2-Way Slashing Playmaker,PG,89,87,87,56,88,71,43,50,89,"2,812",94,92,69,75,95,95,97,97,50,95,93,90,86,94,25,30,28,60,35,90,88,91,88,97,88,76,32,84,93,42,80,85,84,70,34,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,188
888,Spencer Haywood,2-Way Inside-the-Arc Scorer,PF,89,87,83,89,52,70,96,40,89,"2,957",96,90,72,84,90,90,75,75,80,80,98,95,79,82,97,85,88,84,85,92,95,40,56,43,75,48,85,57,45,70,57,86,78,85,96,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,203
889,Jack Sikma,2-Way Inside-the-Arc Scorer,C,89,86,78,82,55,73,91,40,89,"2,877",90,88,75,86,98,80,53,49,92,70,97,95,88,74,85,65,87,88,88,70,95,60,42,25,78,69,91,44,64,80,44,92,80,85,88,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,211
890,Fred Brown,All-Around Threat,PG,88,91,79,59,83,71,47,80,91,"2,812",90,90,93,90,94,90,85,85,37,81,97,87,79,89,25,30,35,60,57,78,96,84,86,85,82,77,65,78,74,52,82,75,74,65,45,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,191
891,Dale Ellis,3-Level Scorer,SG,88,90,80,74,73,65,58,90,88,"2,868",84,90,96,82,95,90,78,78,65,70,97,94,79,88,50,65,60,75,74,80,96,82,82,73,79,50,49,72,70,30,74,75,78,75,55,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,201
892,Detlef Schrempf,Sharpshooter,SF,87,89,74,77,66,65,52,98,87,"2,810",84,86,90,83,98,95,59,55,66,69,98,90,83,70,65,62,82,82,83,88,82,71,71,38,79,70,70,66,60,32,66,77,72,80,45,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,206
893,Xavier McDaniel,2-Way Inside-the-Arc Scorer,SF,87,85,82,78,70,76,71,90,87,"2,988",90,87,70,73,97,94,80,75,75,88,95,82,82,94,65,90,58,74,66,84,95,74,78,69,78,49,78,80,73,69,85,80,68,75,59,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,201
894,Karl-Anthony Towns,Inside-Out Scorer,C,89,86,83,86,67,61,75,98,90,"2,952",98,74,86,82,80,98,76,76,87,70,98,95,82,85,90,75,86,84,86,85,98,60,65,66,79,66,69,50,42,72,61,79,60,55,65,84,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,112,211
895,Rudy Gobert,Glass-Cleaning Lockdown,C,88,69,69,76,43,77,91,85,89,"2,694",92,60,25,68,95,75,48,25,87,57,90,95,81,75,95,75,70,58,70,80,85,68,35,25,58,30,97,64,37,87,65,97,74,95,84,98,1.0,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,110,216
896,Anthony Edwards,Slasher,SG,86,86,83,76,77,66,47,98,90,"2,893",79,84,79,76,98,98,89,89,52,86,89,90,83,93,50,95,60,62,62,88,98,74,84,83,79,65,50,74,59,57,78,74,70,65,37,56,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,1.0,1.0,,,1.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,95,193
897,D’Angelo Russell,Playmaker,PG,82,82,75,59,86,59,41,98,84,"2,658",88,79,79,83,70,90,81,81,54,71,93,65,83,85,25,45,35,55,60,88,81,87,90,81,88,85,40,64,42,50,75,68,79,55,31,50,,,,,1.0,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,89,193
898,Naz Reid,Paint Defender,C,77,75,73,75,53,64,69,45,77,"2,596",79,70,77,71,75,80,50,49,80,70,88,92,80,81,80,75,69,58,69,74,94,59,58,49,65,36,77,54,46,87,54,77,59,55,67,70,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,206
899,Kyle Anderson,Perimeter Defender,PF,76,76,70,57,73,74,64,85,79,"2,649",89,50,76,66,95,80,66,67,62,66,85,64,83,79,55,45,45,48,41,69,70,78,81,65,79,63,60,79,76,67,80,78,75,75,48,80,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,206
900,Taurean Prince,Multi-Position Defender,PF,76,79,79,63,59,67,48,85,76,"2,617",90,74,81,76,80,70,80,78,60,84,84,85,81,70,75,70,52,45,51,55,85,68,70,69,55,35,64,74,56,58,76,68,81,60,36,60,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,201
901,Jaden McDaniels,Multi-Position Defender,PF,75,78,79,60,53,70,53,60,79,"2,571",83,77,74,61,95,75,79,78,60,80,85,84,90,74,40,75,52,56,54,52,79,44,78,70,40,31,75,75,42,68,76,76,74,75,47,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,206
902,Jaylen Nowell,Shot Creator,SG,75,85,75,53,71,50,45,80,76,"2,457",89,78,83,84,89,85,81,80,39,79,85,80,80,84,25,65,27,40,38,69,78,64,75,77,68,70,29,60,41,50,67,55,58,40,36,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,193
903,Eric Paschall,3-Level Shot Creator,PF,75,78,80,73,59,51,50,35,76,"2,516",94,86,81,75,70,60,71,70,69,87,85,95,80,80,70,80,65,64,62,65,95,57,77,64,62,33,64,65,32,40,63,65,40,40,47,52,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,198
904,Jordan McLaughlin,Pass-First Point,PG,75,81,72,49,78,62,42,85,75,"2,506",80,74,74,75,95,85,72,72,52,74,80,70,83,84,25,65,25,25,25,69,70,83,84,70,80,73,25,73,89,51,74,52,74,60,37,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,180
905,P.J. Dozier,Tempo-Pushing Wing,SF,74,69,75,56,67,61,52,95,75,"2,481",70,70,74,64,85,50,83,83,40,85,80,70,81,75,50,75,44,41,39,42,78,68,76,77,69,47,48,74,63,55,76,65,60,50,44,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,198
906,Bryn Forbes,Shooter,SG,73,86,69,52,55,47,36,70,75,"2,275",88,80,85,78,92,90,68,68,37,72,80,76,83,79,35,40,28,52,42,59,78,52,70,67,50,35,44,58,36,32,69,56,50,30,29,42,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,86,188
907,Austin Rivers,Offense Initiator,SG,73,70,76,52,70,61,37,60,74,"2,416",89,65,77,71,70,45,77,77,44,82,93,80,82,80,25,65,31,43,42,60,70,75,86,77,77,35,35,79,49,35,79,78,60,75,32,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,90,193
908,C.J. Elleby,Rebounding Wing,SG,72,75,71,54,55,57,60,98,74,"2,406",58,70,71,76,98,75,69,69,58,72,81,68,81,69,40,50,35,51,45,59,85,50,62,64,60,41,48,67,43,56,71,62,60,50,55,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,198
909,Wendell Moore Jr.,3PT Shooter,SG,71,68,77,60,58,66,43,60,80,"2,472",66,70,76,81,70,45,70,70,58,83,85,90,80,71,50,80,52,52,52,52,72,57,67,68,54,44,66,72,70,39,82,70,72,60,37,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,196
910,Luka Garza,Rebounder,C,71,78,59,64,43,43,70,50,73,"2,214",82,70,75,70,85,85,40,40,66,48,80,58,80,69,60,45,69,69,69,59,73,55,35,34,55,35,54,30,38,53,32,52,56,30,84,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,208
911,Nathan Knight,Glass Cleaner,C,71,67,72,63,48,54,81,30,72,"2,342",70,70,60,84,69,50,67,65,75,55,80,85,80,67,70,65,60,60,60,58,60,55,47,32,62,44,65,37,40,68,43,65,50,60,82,80,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,208
912,Josh Minott,Prospect,SF,68,60,75,62,59,61,55,50,76,"2,395",74,65,64,75,50,30,72,72,62,80,80,80,80,75,65,80,51,55,52,40,75,62,63,68,60,44,48,63,60,60,70,60,65,60,54,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,203
913,A.J. Lawson,Position: SG,"Height: 6&apos6"" (198cm) | Weight: 179lbs (81kg)",67,63,72,53,60,56,38,60,70,"2,259",70,68,75,55,60,50,74,74,34,80,85,80,80,68,5,75,52,52,55,42,75,62,69,69,64,37,48,60,55,39,67,60,65,50,37,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
914,Kevin Garnett,2-Way Inside-the-Arc Scorer,PF,98,89,91,92,74,80,94,70,98,"3,276",97,94,69,79,98,98,87,87,89,87,98,98,88,82,97,92,94,95,98,88,90,68,70,77,85,72,92,54,65,80,79,88,90,95,93,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,211
915,Kevin Love,2-Way 3-Level Scorer,PF,91,92,76,84,61,62,94,98,91,"2,934",96,90,88,82,98,98,65,31,92,70,98,98,77,72,80,55,94,92,94,88,98,77,52,25,77,76,88,30,59,59,30,76,77,75,92,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,208
916,Karl-Anthony Towns,3-Level Scoring Glass Cleaner,C,89,90,82,87,66,63,87,70,89,"2,968",92,81,84,84,98,98,76,76,80,70,98,90,82,85,95,70,86,84,91,84,98,60,65,66,72,65,74,50,41,81,61,79,60,60,82,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,213
917,Tom Gugliotta,2-Way 3-Level Scorer,PF,88,87,81,85,62,70,81,98,88,"2,992",92,86,76,82,98,85,70,69,80,78,95,95,83,79,90,85,82,81,78,89,98,62,68,65,68,48,83,54,74,68,54,75,74,80,80,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,208
918,Sam Cassell,Offensive Threat,PG,88,87,78,57,88,66,40,80,88,"2,739",92,77,88,87,90,90,86,88,34,76,95,72,95,94,25,25,30,58,58,70,95,88,88,90,90,85,54,70,64,37,76,74,75,75,34,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,191
919,Jimmy Butler,2-Way Inside-Out Scorer,SG,87,80,83,70,76,82,53,95,89,"2,939",73,74,76,86,80,90,84,78,65,78,95,97,81,90,40,80,49,75,72,60,93,75,79,82,78,66,70,91,83,53,90,89,88,90,54,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,201
920,Stephon Marbury,Offensive Threat,PG,87,83,86,59,90,61,42,80,87,"2,759",85,84,79,80,91,80,94,94,64,92,88,92,78,89,25,35,55,55,55,80,77,88,88,94,89,90,50,76,58,37,78,75,64,50,36,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,191
921,Terrell Brandon,Versatile Offensive Force,PG,86,88,86,55,86,69,53,70,86,"2,808",80,87,85,90,93,90,90,90,58,90,98,85,93,91,30,35,44,42,40,70,85,84,88,93,88,79,44,70,89,50,87,75,74,60,51,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,180
922,Doug West,Inside the Arc Scorer,SG,85,87,80,69,75,64,47,90,87,"2,792",92,90,75,84,90,90,80,79,71,82,96,65,89,90,25,80,63,70,68,70,85,78,75,78,79,67,54,75,52,37,73,78,71,70,46,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,198
923,Wally Szczerbiak,Position: SF / SG,"Height: 6&apos7"" (201cm) | Weight: 244lbs (110kg)",85,91,72,55,73,60,50,98,85,"2,615",88,90,90,86,98,95,76,75,27,78,95,74,77,84,25,50,50,50,25,68,86,74,84,75,95,37,45,63,58,27,63,77,72,75,48,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NaN,NaN
924,Christian Laettner,2-Way Inside-the-Arc Scorer,PF,85,83,70,78,49,61,82,98,85,"2,692",85,88,68,82,87,85,50,49,74,40,95,95,85,70,70,55,89,84,86,84,88,60,45,25,75,42,83,28,55,71,28,81,68,75,80,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,211
925,Ricky Rubio,2-Way Slashing Playmaker,PG,85,82,70,48,93,72,48,90,85,"2,673",80,79,74,85,82,90,83,80,27,60,88,73,80,85,25,25,25,40,26,68,86,96,90,85,97,95,32,81,90,35,88,82,90,80,35,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,193
926,Isaiah Rider,Scoring Machine,SG,84,86,83,73,74,67,49,70,84,"2,839",90,88,83,85,84,85,84,85,55,97,94,75,93,91,55,96,44,58,65,79,94,74,85,80,72,60,59,73,72,45,76,64,73,75,46,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,196
927,Andrew Wiggins,3-Level Scorer,SF,83,84,82,71,66,66,46,85,85,"2,767",72,84,79,76,96,98,81,83,48,98,98,85,83,82,40,95,45,77,55,84,89,70,76,76,69,41,62,69,61,45,82,72,75,60,44,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,203
928,Latrell Sprewell,2-Way 3-Level Scorer,SF,83,82,77,69,74,64,42,98,83,"2,730",84,82,80,81,81,85,64,84,48,88,93,75,85,80,55,90,40,78,65,67,78,84,76,68,83,61,40,83,61,37,83,74,73,60,36,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,196
929,Stephen Curry,Versatile Offensive Force,PG,96,96,82,59,89,65,48,98,99,"2,872",95,92,99,93,98,99,84,84,48,73,98,98,86,96,25,36,35,52,35,94,98,93,97,84,97,75,30,75,56,50,77,78,85,65,33,62,,,,,1.0,,,,,,,,,,1.0,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,,,,83,188
930,Andrew Wiggins,2-Way 3-Level Scorer,SF,84,85,84,72,70,73,49,98,85,"2,892",91,76,83,72,95,95,82,82,57,97,98,90,83,77,40,92,65,74,77,65,85,72,82,80,75,42,55,82,70,61,83,80,79,75,45,52,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,89,201
931,Draymond Green,2-Way Slashing Playmaker,PF,83,63,80,62,80,84,63,60,88,"2,781",91,60,72,59,50,45,73,74,85,66,85,90,88,70,55,65,60,59,63,40,85,83,78,69,92,77,92,86,66,75,82,93,84,95,43,83,1.0,,,1.0,1.0,,,,1.0,1.0,,,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,104,198
932,Jordan Poole,Offensive Threat,SG,83,91,73,60,78,53,42,98,86,"2,620",96,86,80,89,97,98,75,75,61,73,80,65,80,92,45,60,29,47,44,84,80,79,86,72,82,70,47,65,41,50,74,65,55,30,33,51,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,1.0,,1.0,,,1.0,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,87,193
933,Jonathan Kuminga,Inside-Out Shot Creator,SF,78,76,83,69,63,64,58,75,85,"2,689",88,70,76,69,75,75,84,84,73,90,88,80,80,86,65,85,49,50,50,82,85,69,77,75,60,36,73,73,41,57,79,70,69,50,50,66,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,101,201
934,JaMychal Green,Paint Protector,PF,76,77,73,70,46,58,71,85,76,"2,519",73,72,66,78,90,80,59,55,69,74,85,85,81,69,70,70,63,56,64,69,95,55,35,44,61,34,69,51,56,62,62,69,60,35,66,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,203
935,James Wiseman,2-Way Stretch Five,C,75,73,76,74,50,62,70,25,82,"2,554",81,70,76,63,60,85,70,70,70,68,87,80,87,71,80,75,77,64,71,65,90,54,50,54,64,29,77,50,32,77,63,78,54,65,60,80,,,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,213
936,Donte DiVincenzo,3 & D Two Guard,SG,75,70,84,50,74,74,54,70,78,"2,621",58,63,77,74,75,70,89,89,60,95,90,85,81,75,25,75,28,45,38,44,70,77,77,81,74,62,58,82,70,42,85,84,88,80,46,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,91,193
937,Kevon Looney,Glass-Cleaning Finisher,C,75,71,76,64,56,61,86,35,77,"2,512",93,49,69,56,88,70,58,69,74,63,85,96,84,78,75,70,55,52,62,52,66,55,61,48,66,50,69,46,42,68,62,74,64,60,87,84,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,206
938,Andre Iguodala,Perimeter Lockdown,PF,75,57,78,56,76,76,54,60,76,"2,565",70,65,69,67,45,25,77,77,73,75,83,80,82,70,55,70,47,44,50,30,80,75,78,75,80,73,75,84,56,72,83,83,74,80,45,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,198
939,Moses Moody,3-Level Scorer,SF,73,77,76,60,61,62,47,30,79,"2,476",86,77,80,82,60,75,73,73,68,70,88,80,80,80,40,70,44,48,49,70,80,65,74,70,64,30,68,71,32,56,77,69,60,65,41,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,196
940,Patrick Baldwin Jr.,Prospect,SF,70,67,69,61,53,51,50,70,79,"2,294",70,72,72,74,70,45,57,57,69,62,85,70,80,74,55,70,54,52,52,52,80,55,58,55,60,37,56,59,40,40,64,55,54,40,44,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,206
941,Ryan Rollins,Mid-Range Shooter,SG,68,68,76,51,73,55,47,55,77,"2,380",71,76,72,79,60,50,86,86,39,80,85,79,80,73,25,65,40,42,42,37,85,70,78,82,70,66,43,60,56,51,71,59,52,45,46,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,191
942,Quinndary Weatherspoon,Perimeter Defender,SG,68,65,78,53,65,58,40,60,71,"2,357",57,74,75,78,58,50,83,83,50,83,80,85,80,70,35,75,35,44,36,55,72,68,74,80,64,37,48,62,75,53,74,60,59,35,37,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,191
